"","album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","line","lyric","element","element_artist"
"1","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",1,"He said the way my blue eyes shined","Verse 1","Taylor Swift"
"2","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",2,"Put those Georgia stars to shame that night","Verse 1","Taylor Swift"
"3","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",3,"I said, ""That's a lie""","Verse 1","Taylor Swift"
"4","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",4,"Just a boy in a Chevy truck","Verse 1","Taylor Swift"
"5","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",5,"That had a tendency of gettin' stuck","Verse 1","Taylor Swift"
"6","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",6,"On backroads at night","Verse 1","Taylor Swift"
"7","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",7,"And I was right there beside him all summer long","Verse 1","Taylor Swift"
"8","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",8,"And then the time we woke up to find that summer gone","Verse 1","Taylor Swift"
"9","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",9,"But when you think Tim McGraw","Chorus","Taylor Swift"
"10","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",10,"I hope you think my favorite song","Chorus","Taylor Swift"
"11","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",11,"The one we danced to all night long","Chorus","Taylor Swift"
"12","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",12,"The moon like a spotlight on the lake","Chorus","Taylor Swift"
"13","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",13,"When you think happiness","Chorus","Taylor Swift"
"14","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",14,"I hope you think that little black dress","Chorus","Taylor Swift"
"15","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",15,"Think of my head on your chest","Chorus","Taylor Swift"
"16","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",16,"And my old faded blue jeans","Chorus","Taylor Swift"
"17","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",17,"When you think Tim McGraw","Chorus","Taylor Swift"
"18","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",18,"I hope you think of me","Chorus","Taylor Swift"
"19","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",19,"September saw a month of tears","Verse 2","Taylor Swift"
"20","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",20,"And thankin' God that you weren't here","Verse 2","Taylor Swift"
"21","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",21,"To see me like that","Verse 2","Taylor Swift"
"22","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",22,"But in a box beneath my bed","Verse 2","Taylor Swift"
"23","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",23,"Is a letter that you never read","Verse 2","Taylor Swift"
"24","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",24,"From three summers back","Verse 2","Taylor Swift"
"25","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",25,"It's hard not to find it all a little bittersweet","Verse 2","Taylor Swift"
"26","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",26,"And lookin' back on all of that, it's nice to believe","Verse 2","Taylor Swift"
"27","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",27,"When you think Tim McGraw","Chorus","Taylor Swift"
"28","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",28,"I hope you think my favorite song","Chorus","Taylor Swift"
"29","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",29,"The one we danced to all night long","Chorus","Taylor Swift"
"30","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",30,"The moon like a spotlight on the lake","Chorus","Taylor Swift"
"31","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",31,"When you think happiness","Chorus","Taylor Swift"
"32","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",32,"I hope you think that little black dress","Chorus","Taylor Swift"
"33","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",33,"Think of my head on your chest","Chorus","Taylor Swift"
"34","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",34,"And my old faded blue jeans","Chorus","Taylor Swift"
"35","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",35,"When you think Tim McGraw","Chorus","Taylor Swift"
"36","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",36,"I hope you think of me","Chorus","Taylor Swift"
"37","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",37,"And I'm back for the first time since then","Bridge","Taylor Swift"
"38","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",38,"I'm standin' on your street","Bridge","Taylor Swift"
"39","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",39,"And there's a letter left on your doorstep","Bridge","Taylor Swift"
"40","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",40,"And the first thing that you'll read is:","Bridge","Taylor Swift"
"41","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",41,"""When you think Tim McGraw","Bridge","Taylor Swift"
"42","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",42,"I hope you think my favorite song","Bridge","Taylor Swift"
"43","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",43,"Someday you'll turn your radio on","Bridge","Taylor Swift"
"44","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",44,"I hope it takes you back to that place""","Bridge","Taylor Swift"
"45","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",45,"When you think happiness","Chorus","Taylor Swift"
"46","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",46,"I hope you think that little black dress","Chorus","Taylor Swift"
"47","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",47,"Think of my head on your chest","Chorus","Taylor Swift"
"48","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",48,"And my old faded blue jeans","Chorus","Taylor Swift"
"49","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",49,"When you think Tim McGraw","Chorus","Taylor Swift"
"50","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",50,"I hope you think of me","Chorus","Taylor Swift"
"51","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",51,"Oh, think of me","Chorus","Taylor Swift"
"52","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",52,"Mmmm","Chorus","Taylor Swift"
"53","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",53,"He said the way my blue eyes shine","Outro","Taylor Swift"
"54","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",54,"Put those Georgia stars to shame that night","Outro","Taylor Swift"
"55","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",55,"I said, ""That's a lie""","Outro","Taylor Swift"
"56","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",1,"State the obvious, I didn't get my perfect fantasy","Verse 1","Taylor Swift"
"57","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",2,"I realize you love yourself more than you could ever love me","Verse 1","Taylor Swift"
"58","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",3,"So go and tell your friends that I'm obsessive and crazy","Verse 1","Taylor Swift"
"59","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",4,"That's fine, you won't mind if I say","Verse 1","Taylor Swift"
"60","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",5,"By the way","Verse 1","Taylor Swift"
"61","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",6,"I hate that stupid old pickup truck you never let me drive","Chorus","Taylor Swift"
"62","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",7,"You're a redneck heartbreak who's really bad at lying","Chorus","Taylor Swift"
"63","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",8,"So watch me strike a match on all my wasted time","Chorus","Taylor Swift"
"64","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",9,"As far as I'm concerned, you're just another picture to burn","Chorus","Taylor Swift"
"65","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",10,"There's no time for tears","Verse 2","Taylor Swift"
"66","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",11,"I'm just sitting here planning my revenge","Verse 2","Taylor Swift"
"67","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",12,"There's nothing stopping me","Verse 2","Taylor Swift"
"68","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",13,"From going out with all of your best friends","Verse 2","Taylor Swift"
"69","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",14,"And if you come around saying sorry to me","Verse 2","Taylor Swift"
"70","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",15,"My daddy's gonna show you how sorry you'll be","Verse 2","Taylor Swift"
"71","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",16,"'Cause I hate that stupid old pickup truck you never let me drive","Chorus","Taylor Swift"
"72","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",17,"You're a redneck heartbreak who's really bad at lying","Chorus","Taylor Swift"
"73","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",18,"So watch me strike a match on all my wasted time","Chorus","Taylor Swift"
"74","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",19,"As far as I'm concerned, you're just another picture to burn","Chorus","Taylor Swift"
"75","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",20,"And if you're missing me, you'd better keep it to yourself","Bridge","Taylor Swift"
"76","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",21,"'Cause coming back around here would be bad for your health","Bridge","Taylor Swift"
"77","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",22,"'Cause I hate that stupid old pickup truck you never let me drive","Chorus","Taylor Swift"
"78","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",23,"You're a redneck heartbreak who's really bad at lying","Chorus","Taylor Swift"
"79","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",24,"So watch me strike a match on all my wasted time","Chorus","Taylor Swift"
"80","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",25,"In case you haven't heard","Chorus","Taylor Swift"
"81","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",26,"I really really hate that","Chorus","Taylor Swift"
"82","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",27,"Stupid old pickup truck you never let me drive","Chorus","Taylor Swift"
"83","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",28,"You're a redneck heartbreak, who's really bad at lying","Chorus","Taylor Swift"
"84","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",29,"So watch me strike a match on all my wasted time","Chorus","Taylor Swift"
"85","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",30,"As far as I'm concerned, you're just another picture to burn","Chorus","Taylor Swift"
"86","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",31,"Burn, burn, burn, baby, burn","Outro","Taylor Swift"
"87","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",32,"You're just another picture to burn","Outro","Taylor Swift"
"88","Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",33,"Baby, burn","Outro","Taylor Swift"
"89","Taylor Swift",FALSE,2006-10-24,3,"Teardrops On My Guitar","Taylor Swift",NA,FALSE,NA,2007-02-19,2006-10-24,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,4,203040,FALSE,"A#","major","A# major",1,"Drew looks at me","Verse 1","Taylor Swift"
